iterID,x1,x2,x3,x4,Pareto_f1,Pareto_f2,Pareto_f3
9,2.9599999999999995,1.0,10.0,2.22,-0.8109588158535359,-2.5036969812664776,-10.0
9,2.39,1.0,9.19,2.22,-0.7935455576747605,-2.511379003548334,-9.19
9,2.72,0.15,6.86,1.3500000000000003,-0.7753997386344773,-2.5273685131503747,-1.029
9,3.36,0.27,7.010000000000001,1.47,-0.7277469928597159,-2.556102902523675,-1.8927000000000003
9,2.99,0.14,6.830000000000001,1.8500000000000003,-0.524497698607119,-3.325169740804484,-0.9562000000000003
10,3.23,0.9899999999999999,4.0,1.09,-0.9406382296808498,-2.299936721262137,-3.9599999999999995
10,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9277660729901718,-2.356213812134648,-9.790199966239925
10,3.5,0.68,6.349999999999999,1.0,-0.856153929704573,-2.4576719805442826,-4.318
10,2.52,0.46,8.96,1.23,-0.8522690302279327,-2.4683625725853697,-4.121600000000001
10,3.5,0.51,10.0,1.7299999999999998,-0.8344303700142257,-2.4337573098130094,-5.1
10,2.9599999999999995,1.0,10.0,2.22,-0.8109588158535359,-2.5036969812664776,-10.0
10,2.39,1.0,9.19,2.22,-0.7935455576747605,-2.511379003548334,-9.19
10,2.72,0.15,6.86,1.3500000000000003,-0.7753997386344773,-2.5273685131503747,-1.029
10,3.36,0.27,7.010000000000001,1.47,-0.7277469928597159,-2.556102902523675,-1.8927000000000003
10,2.99,0.14,6.830000000000001,1.8500000000000003,-0.524497698607119,-3.325169740804484,-0.9562000000000003
11,3.23,0.9899999999999999,4.0,1.09,-0.9406382296808498,-2.299936721262137,-3.9599999999999995
11,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9277660729901718,-2.356213812134648,-9.790199966239925
11,3.5,0.68,6.349999999999999,1.0,-0.856153929704573,-2.4576719805442826,-4.318
11,2.52,0.46,8.96,1.23,-0.8522690302279327,-2.4683625725853697,-4.121600000000001
11,3.5,0.51,10.0,1.7299999999999998,-0.8344303700142257,-2.4337573098130094,-5.1
11,2.9599999999999995,1.0,10.0,2.22,-0.8109588158535359,-2.5036969812664776,-10.0
11,2.81,0.10000000000000002,9.43,1.6000000000000003,-0.8023180644082982,-3.4242724677148355,-0.9430000000000002
11,2.39,1.0,9.19,2.22,-0.7935455576747605,-2.511379003548334,-9.19
11,2.72,0.15,6.86,1.3500000000000003,-0.7753997386344773,-2.5273685131503747,-1.029
11,3.36,0.27,7.010000000000001,1.47,-0.7277469928597159,-2.556102902523675,-1.8927000000000003
11,2.99,0.14,6.830000000000001,1.8500000000000003,-0.524497698607119,-3.325169740804484,-0.9562000000000003
12,3.23,0.9899999999999999,4.0,1.09,-0.9406382296808498,-2.299936721262137,-3.9599999999999995
12,3.5,0.952188651179712,5.4597667095143025,1.5080180427921628,-0.9388487199003908,-2.4141783654411046,-5.198728053822483
12,2.0,0.9800000190734863,9.989999771118164,2.200000047683716,-0.9277660729901718,-2.356213812134648,-9.790199966239925
12,3.5,0.68,6.349999999999999,1.0,-0.856153929704573,-2.4576719805442826,-4.318
12,2.52,0.46,8.96,1.23,-0.8522690302279327,-2.4683625725853697,-4.121600000000001
12,3.5,0.51,10.0,1.7299999999999998,-0.8344303700142257,-2.4337573098130094,-5.1
12,2.9599999999999995,1.0,10.0,2.22,-0.8109588158535359,-2.5036969812664776,-10.0
12,2.81,0.10000000000000002,9.43,1.6000000000000003,-0.8023180644082982,-3.4242724677148355,-0.9430000000000002
12,2.39,1.0,9.19,2.22,-0.7935455576747605,-2.511379003548334,-9.19
12,2.72,0.15,6.86,1.3500000000000003,-0.7753997386344773,-2.5273685131503747,-1.029
12,3.36,0.27,7.010000000000001,1.47,-0.7277469928597159,-2.556102902523675,-1.8927000000000003
12,2.99,0.14,6.830000000000001,1.8500000000000003,-0.524497698607119,-3.325169740804484,-0.9562000000000003
