iterID,x1,x2,x3,x4,f1,rho_f1,mvar_f1,f2,rho_f2,mvar_f2,f3,rho_f3,mvar_f3,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Expected_f3,Uncertainty_f3,Acquisition_f3,Hypervolume_indicator,MVaR_Hypervolume_indicator
7,3.27,0.57,8.53,2.4,-0.866380321125436,0.0018364471020633367,-0.8114609826807238,-2.4566666666666666,0.005233333333333327,-2.3639569434839425,-4.862099999999999,0.0,-4.862099999999999,-0.9439088862291297,0.06865419409705172,-0.9439088862291297,-2.2806871217944913,0.34807816824307497,-2.2806871217944913,-4.86210014490187,1e-05,-4.86210014490187,24.803557658843204,22.320725189025257
8,2.72,0.15,6.86,1.3500000000000003,-0.8529986883573235,0.0036663972249832777,-0.7753997386344773,-3.4599999999999995,0.5295999999999996,-2.5273685131503747,-1.029,0.0,-1.029,-0.8177059889841328,0.08602685784901691,-0.8177059889841328,-3.221238159320264,0.3353492514372798,-3.221238159320264,-1.0290000306665898,1e-05,-1.0290000306665898,24.950725575792784,22.324529746195743
8,2.52,0.46,8.96,1.23,-0.9076656822833099,0.0018685075891568836,-0.8522690302279327,-2.546666666666667,0.0037333333333333385,-2.4683625725853697,-4.121600000000001,0.0,-4.121600000000001,-0.8811671732743738,0.06942141267583159,-0.8811671732743738,-2.025844816187836,0.3720468134019266,-2.025844816187836,-4.121600122833252,1e-05,-4.121600122833252,24.950725575792784,22.324529746195743
9,2.39,1.0,9.19,2.22,-0.8669967391006081,0.003284924559885239,-0.7935455576747605,-2.65,0.011699999999999992,-2.511379003548334,-9.19,0.0,-9.19,-0.9817859802031069,0.08801720827379239,-0.9817859802031069,-2.4182247633731797,0.4068048008439576,-2.4182247633731797,-9.190000273883344,1e-05,-9.190000273883344,24.974651265311334,22.43084214795929
9,3.23,0.9899999999999999,4.0,1.09,-0.9415008602577345,4.5308274733972706e-07,-0.9406382296808498,-2.43,0.0103,-2.299936721262137,-3.9599999999999995,0.0,-3.9599999999999995,-0.9018751023987783,0.14198626595020516,-0.9018751023987783,-2.3856539244107564,0.6978619479513696,-2.3856539244107564,-3.960000118017197,1e-05,-3.960000118017197,24.974651265311334,22.43084214795929
10,3.5,0.51,10.0,1.7299999999999998,-0.880600041114199,0.0012979004725212177,-0.8344303700142257,-2.4533333333333336,0.00023333333333333412,-2.4337573098130094,-5.1,0.0,-5.1,-0.9106929482097005,0.1187947088769118,-0.9106929482097005,-2.411098621973311,0.5725124152148535,-2.411098621973311,-5.1000001519918445,1e-05,-5.1000001519918445,26.15786221455915,22.432263324240637
10,1.1,0.47,8.64,1.18,-0.040083285021301325,7.237413907706564e-05,-0.02918074245827195,-7.676666666666667,23.92803333333333,-1.407791986828296,-2.2334400000000003,0.0,-2.2334400000000003,0.05261685150110841,0.09639222239634439,0.05261685150110841,-1.4390756942450094,0.4393281398901083,-1.4390756942450094,-2.233440066561699,1e-05,-2.233440066561699,26.15786221455915,22.432263324240637
11,2.02,0.49,10.0,1.3500000000000003,-0.44995337928426965,0.0072100788602286634,-0.3411340379370068,-1.8133333333333332,0.2606333333333333,-1.159072285736978,-4.9,0.0,-4.9,-0.6053390776986485,0.11327853991865956,-0.6053390776986485,-4.151645021218945,0.7957336625913013,-4.151645021218945,-4.900000146031379,1e-05,-4.900000146031379,26.38761200195392,22.875271773661304
11,2.81,0.10000000000000002,9.43,1.6000000000000003,-0.8459583998637893,0.0011595887399975513,-0.8023180644082982,-3.86,0.11560000000000009,-3.4242724677148355,-0.9430000000000002,0.0,-0.9430000000000002,-0.8479359470574463,0.0842400725826933,-0.8479359470574463,-3.434248687655495,1.0044554686575047,-3.434248687655495,-0.9430000281035902,1e-05,-0.9430000281035902,26.38761200195392,22.875271773661304
12,2.8232447933376386,0.731303657156724,4.817681630203662,1.0,-0.9586212330910837,0.0007792404014883616,-0.9228468777697707,-2.577082619971484,0.03634729314738411,-2.3327552487557033,-3.5231883001838966,0.0,-3.5231883001838966,-0.9586212330910837,0.08726894996171437,-0.9586212330910837,-2.577082619971484,0.5733119858016235,-2.577082619971484,-3.5231883001838966,1e-05,-3.5231883001838966,26.64666577608729,22.933369020591584
12,3.5,0.952188651179712,5.4597667095143025,1.5080180427921628,-0.9608047332743636,0.00029351804243376266,-0.9388487199003908,-2.544725050638637,0.01037670634592116,-2.4141783654411046,-5.198728053822483,0.0,-5.198728053822483,-0.9608047332743636,0.09433356226837454,-0.9608047332743636,-2.544725050638637,0.5554984518612316,-2.544725050638637,-5.198728053822483,1e-05,-5.198728053822483,26.64666577608729,22.933369020591584
