iterID,x1,x2,f1,rho_f1,mvar_f1,f2,rho_f2,mvar_f2,f3,rho_f3,mvar_f3,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Expected_f3,Uncertainty_f3,Acquisition_f3,Hypervolume_indicator,MVaR_Hypervolume_indicator
3,2.37,0.87,-0.9435840811593074,1.975977674007909e-05,-0.9378873319312846,-2.44,0.009100000000000007,-2.3177477722989748,-0.87,0.0,-0.87,-0.8740511080745932,0.07428986267115494,-0.8740511080745932,-2.579036546191965,0.31218412109210014,-2.579036546191965,-0.8705530965720147,0.002564029506889486,-0.8705530965720147,2.6367457740322453,2.101808129494496
3,3.33,1.0,-0.8999051786857764,0.0014437759837642268,-0.8512099968199889,-2.2933333333333334,0.018533333333333252,-2.118866509856462,-1.0,0.0,-1.0,-0.8746839538466639,0.08428780043916159,-0.8746839538466639,-2.3159479043938402,0.28002602030967977,-2.3159479043938402,-0.9998538177012317,0.0021007870483154187,-0.9998538177012317,2.6367457740322453,2.101808129494496
3,2.22,0.53,-0.8608548416739635,0.000686430879637002,-0.8272784137149832,-3.1966666666666668,0.010133333333333362,-3.0676599714650163,-0.53,0.0,-0.53,-0.6695653661311285,0.07732653628018121,-0.6695653661311285,-3.146647164748958,0.30566528982730856,-3.146647164748958,-0.530159468808215,0.002822505487872351,-0.530159468808215,2.6367457740322453,2.101808129494496
3,3.5,0.8000000000000002,-0.9103861098546361,0.0020170497930859167,-0.8528296074048908,-2.3066666666666666,0.006533333333333325,-2.2030800868780083,-0.8000000000000002,0.0,-0.8000000000000002,-0.8146333104616487,0.10079974481066746,-0.8146333104616487,-3.1018199917066895,0.4166445228930061,-3.1018199917066895,-0.8011420303453296,0.004473836079829594,-0.8011420303453296,2.6367457740322453,2.101808129494496
4,1.9417214916047387,0.4477962450118482,-0.33023469063798133,0.0007722337156613194,-0.29462153440158145,-4.511248450967734,0.3092065010784869,-3.798624534466681,-0.4480998580533204,1.0000031842850673e-06,-0.4468183044473647,-0.33023469063798133,0.0841804661143638,-0.33023469063798133,-4.511248450967734,0.394746752125998,-4.511248450967734,-0.4480998580533204,0.002326077516147732,-0.4480998580533204,2.8700082492320105,2.3066899975195634
4,2.00920238606035,0.5344944525430584,-0.44780320351109454,0.0006933143547663926,-0.41405884460587267,-3.8734712119005112,0.18949840456433759,-3.3155936882735264,-0.5345779984542312,1.0000031581278776e-06,-0.5332964448650362,-0.44780320351109454,0.08162120161960872,-0.44780320351109454,-3.8734712119005112,0.3974585500223312,-3.8734712119005112,-0.5345779984542312,0.002492313123455929,-0.5345779984542312,2.8700082492320105,2.3066899975195634
4,3.180218038739024,0.8353571204358325,-0.8521433026660772,0.00122739594154503,-0.807245154690328,-2.9864772749357984,0.10656303737278702,-2.5681276529905657,-0.8358943120622448,1.0000030998390449e-06,-0.8346127585104,-0.8521433026660772,0.06663315737787967,-0.8521433026660772,-2.9864772749357984,0.2890167722766498,-2.9864772749357984,-0.8358943120622448,0.002473638927008003,-0.8358943120622448,2.8700082492320105,2.3066899975195634
4,1.8936475256896195,0.31766102044891736,-0.2429045842465627,0.0014642139118559872,-0.19386595185190164,-5.186569848771077,0.54641883612944,-4.239245027806835,-0.317697705788623,1.0000033521322981e-06,-0.316416152075115,-0.2429045842465627,0.08462751648219596,-0.2429045842465627,-5.186569848771077,0.31973052091249693,-5.186569848771077,-0.317697705788623,0.002065287125689992,-0.317697705788623,2.8700082492320105,2.3066899975195634
4,2.065073647306164,0.605790112882264,-0.5493077640032527,0.0007391353863515784,-0.5144661646158005,-3.4397741159576447,0.1461128763367249,-2.9499046947652356,-0.6056313167343987,1.0000031700140944e-06,-0.6043497631375875,-0.5493077640032527,0.07710894166698146,-0.5493077640032527,-3.4397741159576447,0.3733198330168887,-3.4397741159576447,-0.6056313167343987,0.002495238858584479,-0.6056313167343987,2.8700082492320105,2.3066899975195634
4,2.9270815456344166,0.7497791738581913,-0.9036104822556417,0.0017213144568366298,-0.8504405393899964,-2.7361923186373818,0.1220321656624289,-2.2885065954907784,-0.7493784472383778,1.0000030398571737e-06,-0.7480968937249678,-0.9036104822556417,0.07713097375019748,-0.9036104822556417,-2.7361923186373818,0.39836537527290655,-2.7361923186373818,-0.7493784472383778,0.002427158579718776,-0.7493784472383778,2.8700082492320105,2.3066899975195634
